UNIQUE_SAMPLEID,SAMPLE_ID,FIELD_ID,Grainize,Horizon,Locality,Date_sampled,Latitude,Longitude,Duplicate,Catchment,Ag,Ag,Ag,Al,Al,As,As,As,Au,Au,Au,B,Ba,Ba,Ba,Be,Be,Bi,Bi,Bi,Ca,Ca,Cd,Cd,Cd,Ce,Ce,Ce,Cl,Co,Co,Co,Cr,Cr,Cr,Cs,Cs,Cs,Cu,Cu,Cu,Dy,Dy,Dy,Er,Er,Er,Eu,Eu,Eu,F,F_Rpt,Fe,Fe,Ga,Ga,Ga,Gd,Gd,Gd,Ge,Ge,Hf,Hf,Hg,Hg,Hg,Ho,Ho,In,In,K,K,La,La,La,Li,Li,Lu,Lu,Mg,Mg,Mn,Mn,Mn,Mo,Mo,Mo,Na,Nb,Nb,Nb,Nd,Nd,Nd,Ni,Ni,Ni,P,P,Pb,Pb,Pb206,Pb207,Pb208,Pb,Pd,Pd,Pr,Pr,Pr,Pt,Pt,Rb,Rb,Rb,Re,S,S,Sb,Sb,Sb,Sc,Sc,Sc,Se,Se_Rpt,Se,Se,Se,Si,Sm,Sm,Sm,Sn,Sn,Sn,Sr,Sr,Sr,Ta,Ta,Ta,Tb,Tb,Tb,Te,Te,Th,Th,Th,Ti,Ti,Tl,Tl,Tl,Tm,Tm,U ,U,U,V ,V,V,W ,W,W,Y ,Y,Y,Yb,Yb,Yb,Zn,Zn,Zn,Zr,Zr,Zr
INTREF01_3TC,Batch_3,INTREF01_3,<2mm,TOS,,,,,STD,,0.09,0.000054,0.002,54500.88287,59,4.5,4.9,<0.01,3,<0.001,<0.0001,< 1,212,262.89,2.23,1.3,1.22,0.13,0.12,<0.001,3359.058488,300,0.04,0.09,0.001,44.4,54.48,0.296,,24.8,30.2,0.206,29,35.31,0.011,1.97,2.01,0.0052,13.9,15.83,0.18,2.8,3.12,0.135,1.1,1.48,0.0722,1.2,1.35,0.0393,100,,34132.49843,9,7.25,11.22,0.011,4.3,5.68,0.157,< 0.1,1.66,< 0.1,0.42,50,0.11,<0.001,0.5,0.6,0.04,<0.0005,3486.563615,31.5,20.2,23.41,0.092,15.8,<0.005,0.1,0.16,2412.698413,142,2370,2478.161568,54.4,0.51,0.1,<0.005,1706.394167,0.1,0.05,<0.0005,22.9,29.25,0.266,19.9,28.04,1.02,174.58439,0.5,11.3,85.31,16.27,15.91,15.23,0.04,<0.001,<0.001,5.7,5.79,0.051,<0.0005,<0.001,25.4,31.3,0.255,0.002,11,,0.1,0.05,<0.001,7.1,9.53,0.143,0.17,,0.7,1.59,0.004,321293.0736,4.7,6.2,0.091,0.89,0.4,<0.001,43.2,54.98,3.29,< 0.05,0.01,<0.001,0.6,0.68,0.023,0.1,<0.01,3.5,6.39,0.0298,5275.594493,0.04,0.12,0.15,0.0005,0.1,0.2,0.5,0.57,0.052,69,70.83,0.004,< 0.1,0.01,0.001,11,16.52,0.592,0.7,1.02,0.051,37.1,47.31,0.44,2.2,13.22,0.039
INTREF01_3TF,Batch_3,INTREF01_3,<75 µm,TOS,,,,,STD,,0.058,0.000077,,54130.48852,,3.3,5.76,,2.8,0.001,,< 1,202,293.08,,1.1,1.26,0.12,0.17,,3573.466476,,< 0.01,0.06,,42.6,49.38,,,21.4,23.25,,25,52.5,,1.54,3.71,,13.5,19.46,,2.9,4.35,,1.2,2.39,,1.2,1.48,,40,,34901.87852,,6.47,13.72,,4.3,5.4,,< 0.1,3.19,< 0.1,4.09,60,10.59,,0.5,0.84,0.03,,3237.523357,,20.3,25.6,,14.4,,0.1,0.32,3076.190476,,2110,2245.833921,,0.32,0.36,,2077.349421,< 0.1,10.96,,23.2,27.91,,18.7,31.74,,218.2304875,,10.5,64.55,12.08,13.37,12.45,,<0.001,,5.7,6.79,,<0.0005,,22,45.23,,< 0.001,,,0.08,0.39,,6.9,14.21,,0.14,,0.2,2.73,,317321.8781,4.9,5.96,,0.84,1.78,,41,71.79,,< 0.05,1.3,,0.6,0.74,,0.07,,3.7,8.22,,5635.294118,,0.1,0.21,,0.1,0.34,0.6,1.69,,65,94.54,,< 0.1,1.63,,10.9,22.86,,0.8,2.33,,35.2,56.96,,1.7,140.35,
TS0858BC,NGSA,TS0858,<2 mm,BOS,,39672,-11.0346,142.65883,,Escape River,0.003,<0.03,,7336,,0.2,1.2,,<0.1,0.001,,<1,0.7,6,,<0.1,<1.1,<0.02,0.03,,214.4079886,,<0.01,<0.1,,0.99,4.64,,46,<0.1,0.2,,3.7,16.4,,0.03,<0.1,,<0.01,1.5,,<0.1,0.81,,<0.1,0.67,,<0.1,<0.03,,140,,4266.562304,,1.09,1.7,,0.6,0.46,,<0.1,0.4,<0.1,11.43,<0.01,,,<0.1,0.16,<0.02,,<42,,0.6,2.93,,3.6,,<0.1,0.09,<60,,<1,0,,<0.01,1,,<74,<0.1,3.4,,0.34,1.86,,0.2,6.7,,70,,0.14,1.53,,,,,<0.001 ,,<0.1,0.45,,<0.0005,,0.1,0.5,,0.002,,156,<0.02,<0.4,,0.4,2.6,,0.02,,<0.1,,,455706.3603,<0.1,<0.04,,0.16,0.5,,<0.5,2.3,,<0.05,0.28,,<0.1,0.05,,<0.02,,0.6,2.29,,1198.998748,,<0.02,,,<0.1,,0.2,1.17,,2,5.4,,<0.1,0.7,,0.12,7.9,,<0.1,0.9,,11.5,<0.9,,0.5,479.3,
TS0858BF,NGSA,TS0858,<75 µm,BOS,,39672,-11.0346,142.65883,,Escape River,0.003,<0.03,,21188,,1,2.8,,<0.1,0.001,,<1,2.3,25.9,,<0.1,<1.1,0.05,0.11,,214.4079886,,<0.01,0.35,,4.55,21.27,,71,0.2,0.5,,9.3,51.1,,0.07,0.28,,0.29,<0.2,,0.1,5.81,,<0.1,5.35,,<0.1,0.239,,200,,1608.70382,,3.4,6.2,,2.6,3.39,,<0.1,0.4,<0.1,83.77,0.02,,,<0.1,1.57,<0.02,,133,,2.7,11.23,,10.1,,<0.1,1.08,<60,,3,0,,0.25,2.5,,82,<0.1,17.1,,1.7,8.45,,2.1,5.1,,118,,1.27,5.13,,,,,<0.001 ,,0.5,2.26,,<0.0005,,0.3,1.4,,<0.001,,505,0.1,<0.4,,0.8,17.2,,0.06,,<0.1,,,436177.4226,0.3,2.07,,0.46,2,,1.1,8.6,,<0.05,1.49,,<0.1,0.8,,<0.02,,2.4,10.41,,5515.394243,,<0.02,,,<0.1,,1,7.1,,6,21.9,,<0.1,2.8,,0.5,55.2,,<0.1,7.07,,21,2.6,,1.7,3507,
TS0858TC,NGSA,TS0858,<2 mm,TOS,,39672,-11.0346,142.65883,,Escape River,0.002,<0.03,<0.001,1053,136,<0.1,0.8,0.05,0.6,0.001,<0.0001,<1,<0.5,3.6,0.12,<0.1,<1.1,<0.02,0.03,0.001,214.4079886,<10,<0.01,<0.1,<0.001,0.36,2.05,0.042,44,<0.1,0.2,<0.005,1.5,9.6,0.097,<0.02,<0.1,0.0031,<0.01,0.9,0.03,<0.1,0.45,0.002,<0.1,0.41,0.0009,<0.1,<0.03,0.0007,220,,4126.675016,30,0.14,<0.1,0.034,0.2,0.28,0.002,<0.1,0.3,<0.1,13.17,<0.01,,<0.001,<0.1,0.08,<0.02,,<42,3.8,<0.5,1.46,0.021,0.3,<0.005,<0.1,0.06,<60,3,<1,0,0.102,<0.01,0.4,0.006,<74,<0.1,2.4,0.0056,0.11,0.73,0.015,0.7,3.3,0.006,61,2.7,<0.01,0.68,,,,0.05,<0.001 ,<0.001,<0.1,0.16,0.004,<0.0005,<0.001,<0.1,0.2,0.003,<0.001,,57,<0.02,<0.4,<0.001,0.2,2.4,0.009,0.04,,<0.1,,0.005,462667.6324,<0.1,<0.04,0.003,<0.05,0.2,<0.001,<0.5,1.1,0.08,<0.05,0.15,<0.001,<0.1,<0.02,<0.001,<0.02,<0.01,<0.1,0.97,0.0245,599.4993742,0.173,<0.02,,<0.0005,<0.1,,<0.1,0.8,0.021,<1,1.8,0.027,<0.1,0.5,<0.001,0.03,5,0.009,<0.1,0.69,<0.001,<0.1,1.6,<0.02,<0.1,558.7,0.048
TS0858TF,NGSA,TS0858,<75 µm,TOS,,39672,-11.0346,142.65883,,Escape River,0.008,<0.03,,2895,,0.8,0.8,,0.8,0.001,,<1,0.5,13.8,,<0.1,<1.1,<0.02,0.03,,214.4079886,,0.03,0.31,,1.44,7.93,,97,<0.1,<0.1,,2.2,17,,0.02,<0.1,,<0.01,<0.2,,<0.1,2.95,,<0.1,3.12,,<0.1,0.07,,120,,629.492799,,0.47,0.7,,0.7,1.6,,<0.1,0.3,<0.1,72.57,<0.01,,,<0.1,0.82,<0.02,,58,,0.9,4.42,,0.6,,<0.1,0.7,<60,,<1,0,,<0.01,0.5,,<74,<0.1,8,,0.53,3.4,,0.2,3.1,,100,,0.06,1.99,,,,,<0.001 ,,0.1,0.83,,<0.0005,,<0.1,0.3,,<0.001,,196,<0.02,<0.4,,0.3,12.8,,0.19,,<0.1,,,453557.2428,<0.1,0.87,,<0.05,2.2,,<0.5,2.5,,<0.05,0.62,,<0.1,0.35,,0.03,,0.3,4.52,,2158.197747,,<0.02,,,<0.1,,0.2,4.45,,<1,6.1,,<0.1,1.3,,0.13,29.9,,<0.1,4.55,,2.5,1.2,,0.1,3079,
TS0859BC,NGSA,TS0859,<2 mm,BOS,,39671,-11.1039,142.28368,,Jardine River,<0.002,<0.03,,12439,,0.4,1.4,,<0.1,0.001,,<1,2.4,14.9,,<0.1,<1.1,0.03,0.26,,214.4079886,,<0.01,<0.1,,3.32,8.55,,13,0.2,1.3,,4.2,16.5,,0.21,0.29,,0.6,2.9,,0.1,1.13,,<0.1,0.841,,<0.1,0.068,,120,,4756.167815,,1.7,4.2,,0.1,0.733,,<0.1,0.71,<0.1,8.68,0.01,,,0.1,0.239,<0.02,,66,,2,4.69,,1,,<0.1,0.117,<60,,2,0,,0.25,1,,<74,<0.1,3.6,,1.12,3.27,,1.4,6.9,,83,,2.79,4.07,,,,,<0.001 ,,0.3,0.86,,<0.0005,,0.3,0.8,,<0.001,,32,0.07,<0.4,,<0.1,1.7,,0.03,,0.2,,,441737.0962,0.2,0.587,,0.53,0.5,,1.3,5.9,,<0.05,0.22,,<0.1,0.101,,<0.02,,1.4,2.79,,1438.798498,,<0.02,,,0.2,,0.2,0.95,,6,9.7,,<0.1,0.7,,0.31,8.7,,<0.1,1.036,,<0.1,2.6,,1.8,328,
TS0859BF,NGSA,TS0859,<75 µm,BOS,,39671,-11.1039,142.28368,,Jardine River,<0.002,<0.03,,36765,,0.6,1.2,,<0.1,0.001,,<1,7.1,36.4,,<0.1,<1.1,0.08,0.17,,285.8773181,,<0.01,0.11,,13.4,31.34,,24,0.3,0.5,,11.2,71.6,,0.54,0.88,,0.85,3.1,,0.5,6.334,,0.1,5.358,,0.2,0.4592,,120,,4965.998748,,4.2,9.1,,0.9,3.587,,<0.1,0.75,0.1,68.15,0.04,,,0.2,1.561,<0.02,,282,,7.4,15.86,,2.7,,<0.1,1.165,<60,,5,0,,0.56,2,,<74,<0.1,17,,4.98,12.3,,2.5,8,,148,,6.13,10.28,,,,,<0.001 ,,1.4,3.37,,<0.0005,,0.7,2.3,,<0.001,,83,0.07,<0.4,,0.5,9.1,,0.11,,0.3,,,404734.8984,1,3.125,,0.84,1.8,,2.9,15,,<0.05,1.19,,0.1,0.831,,<0.02,,5.1,11.75,,6474.593242,,<0.02,,,0.2,,0.4,5.53,,15,37.8,,<0.1,2.6,,1.3,51,,<0.1,6.9,,1.9,9,,3.3,2611,
TS0859TC,NGSA,TS0859,<2 mm,TOS,,39671,-11.1039,142.28368,,Jardine River,<0.002,<0.03,0.002,16525,358,0.4,1.2,0.01,<0.1,0.001,<0.0001,<1,15,19.2,0.07,0.2,<1.1,0.12,0.08,0.001,214.4079886,10,<0.01,<0.1,<0.001,11.5,9.57,0.302,19,0.6,0.3,0.005,16.5,23.6,0.34,0.94,0.48,0.176,1.18,1.7,0.04,0.4,1.061,0.015,0.2,0.808,0.0056,0.2,0.083,0.006,180,,5875.266124,57,7.1,3.9,0.035,0.7,0.727,0.021,<0.1,0.62,0.2,6.73,0.06,,<0.001,0.2,0.239,<0.02,,125,5,6.6,5.06,0.114,4.2,0.006,<0.1,0.147,<60,8,7,0,0.352,1.01,1,0.016,<74,<0.1,4.1,0.0032,4.85,3.54,0.138,3.7,14,0.026,96,1.5,10.1,4.75,,,,0.34,<0.001 ,0.004,1.3,0.95,0.036,<0.0005,<0.001,1.3,1.3,0.0384,<0.001,,54,0.07,<0.4,<0.001,0.6,1.7,0.061,0.07,,0.4,,0.119,429309.5904,0.9,0.666,0.027,1.24,0.6,0.003,7.1,8.6,0.07,<0.05,0.27,<0.001,<0.1,0.116,0.004,0.02,<0.01,4.4,2.95,0.379,1618.64831,1.36,0.03,,<0.0005,0.2,,0.5,0.88,0.027,20,12.6,0.134,<0.1,0.7,<0.001,1.42,8.1,0.062,<0.1,1.037,0.004,<0.1,5.2,0.06,5.2,246.5,0.428
TS0859TF,NGSA,TS0859,<75 µm,TOS,,39671,-11.1039,142.28368,,Jardine River,<0.002,<0.03,,66020,,0.1,1,,<0.1,0.001,,<1,4,57.4,,<0.1,<1.1,0.03,0.27,,428.8159772,,<0.01,0.1,,3.47,34.91,,65,0.2,0.9,,4.5,77.1,,0.29,1.9,,0.5,2.5,,0.1,4.745,,<0.1,3.793,,<0.1,0.566,,180,,7693.800877,,2.37,17.4,,0.2,3.053,,<0.1,0.79,<0.1,36.45,0.01,,,0.1,1.101,<0.02,,623,,2.1,17.6,,1.6,,<0.1,0.747,127,,2,0,,0.37,2.8,,<74,<0.1,18.2,,1.32,13.9,,1.7,9.8,,214,,3.1,16.67,,,,,<0.001 ,,0.4,3.69,,<0.0005,,0.4,4.6,,<0.001,,215,0.1,<0.4,,<0.1,7.8,,0.33,,0.1,,,324890.5095,0.2,2.843,,0.81,2.4,,2.4,28.5,,<0.05,1.26,,<0.1,0.703,,0.04,,1.2,11.66,,7493.742178,,<0.02,,,0.2,,0.1,4.18,,6,52.4,,<0.1,2.6,,0.4,36.9,,<0.1,4.628,,32.6,9.6,,1.5,1360,
TS0860BC,NGSA,TS0860,<2 mm,BOS,,39672,-11.6025,142.13645,,Jackson River,0.009,<0.03,,16742,,6.5,7.2,,<0.1,0.004,,<1,6.2,46.2,,<0.1,<1.1,0.09,0.1,,428.8159772,,0.05,<0.1,,4.72,14.34,,3760,0.2,0.8,,10.7,38.1,,0.34,1.19,,1.13,2.6,,0.1,1.38,,<0.1,1.05,,<0.1,0.117,,120,,9862.053851,,1.81,3.7,,0.3,1.07,,<0.1,0.4,<0.1,10.81,0.03,,,<0.1,0.3,<0.02,,1876,,3.2,8.29,,3.2,,<0.1,0.15,772,,4,0,,4.2,5.3,,3183,<0.1,5.2,,1.58,5.58,,0.7,6.5,,100,,4.55,7.89,,,,,<0.001 ,,0.4,1.51,,<0.0005,,2.8,10.6,,0.003,,1470,0.11,0.8,,1.5,4.5,,0.23,,0.4,,,427814.5521,0.3,1.09,,0.25,0.9,,6.5,15.9,,<0.05,0.37,,<0.1,0.16,,<0.02,,3,4.84,,1858.44806,,<0.02,,,<0.1,,1.3,2.44,,13,24.2,,<0.1,1,,0.47,11.7,,<0.1,1.29,,0.5,4,,2.3,450.3,
TS0860BF,NGSA,TS0860,<75 µm,BOS,,39672,-11.6025,142.13645,,Jackson River,<0.002,<0.03,,50437,,12.6,17,,2.4,0.002,,1,18.3,111.7,,0.1,<1.1,0.24,0.32,,857.6319544,,0.03,0.12,,11.6,50.72,,9510,0.7,2.1,,31.1,131.1,,0.65,3.67,,3.64,6.5,,0.3,5.7,,0.1,4.59,,0.1,0.578,,260,,22661.74076,,5.28,12.4,,0.7,4.34,,<0.1,0.7,0.1,49.39,0.08,,,<0.1,1.4,<0.02,,6143,,8.1,27.51,,9.1,,<0.1,0.83,2581,,12,0,,11,14.5,,8131,0.2,18.8,,3.84,20.15,,2.2,9,,161,,13.5,23.36,,,,,<0.001 ,,1,5.45,,<0.0005,,7,36.2,,0.006,,4329,0.43,1.9,,4.5,16.6,,0.57,,0.5,,,357360.8725,0.8,4.27,,0.81,3.8,,16.3,43.2,,<0.05,1.51,,<0.1,0.88,,0.05,,8.4,17.92,,6354.693367,,0.03,,,<0.1,,3.4,8.73,,34,70.1,,<0.1,3.2,,1.25,45.6,,<0.1,5.61,,2.6,11.8,,5.2,2013,
TS0860TC,NGSA,TS0860,<2 mm,TOS,,39672,-11.6025,142.13645,,Jackson River,<0.002,<0.03,0.001,88928,23,3,5.6,0.04,0.4,0.002,0.0003,4,26.3,101.5,0.23,1.4,1.7,0.21,0.26,0.004,1072.039943,160,0.02,<0.1,<0.001,88.3,114,2.4,5423,1.1,2.5,0.02,35.5,77.2,0.059,1.72,5.1,0.0274,3.67,4.3,0.17,6.1,8.45,1.49,2.6,4.43,0.723,2.7,2.751,0.359,480,,16786.47464,29,10.1,18.2,0.007,9.1,10.72,1.61,<0.1,0.6,0.2,8.71,0.03,,<0.001,1,1.67,0.07,,4989,233,32.5,39.27,0.33,67.4,0.062,0.3,0.52,2466,410,9,0,0.244,5.99,8.9,0.03,6410,0.2,13.5,<0.0005,38.5,57.07,3.38,6.5,15.4,0.23,240,0.9,13,20.44,,,,1.59,<0.001 ,<0.001,8.9,13.86,0.548,<0.0005,<0.001,11.6,36.2,0.148,0.005,,1379,0.05,<0.4,<0.001,7.6,12.2,0.339,0.32,,1.4,,0.018,303539.4938,10.1,14.3,1.34,1.3,2.5,<0.001,63.3,86.3,2.04,<0.05,1.02,0.002,1.3,1.77,0.247,<0.02,<0.01,8.5,12.88,0.189,5395.494368,0.009,0.05,,<0.0005,0.4,,35,37.43,3.49,89,127.6,0.019,<0.1,2.4,0.006,22.9,44.6,3.52,2,4.15,0.494,6.4,11.6,0.1,5.2,339.2,0.045
TS0860TF,NGSA,TS0860,<75 µm,TOS,,39672,-11.6025,142.13645,,Jackson River,<0.002,<0.03,,105182,,4.9,10.2,,1.2,0.001,,4,33.5,133.2,,1.5,1.9,0.26,0.32,,1357.917261,,0.05,<0.1,,106,150.4,,6684,1.4,3.1,,42.4,90.2,,1.95,6.9,,3.01,5.3,,7.1,10.28,,3,5.55,,3.1,3.3,,540,,24410.33187,,12.1,22.5,,10.8,12.99,,0.1,0.8,0.3,14.62,0.03,,,1.1,2.06,0.1,,5968,,39.2,48.52,,79,,0.3,0.68,3027,,10,0,,9.05,14.8,,7708,0.3,17.3,,47.1,72.52,,8.3,16.7,,297,,17.4,26.56,,,,,<0.001 ,,10.9,17.83,,<0.0005,,13.3,44.6,,<0.001,,1879,0.07,1.5,,8.8,14,,0.51,,1.8,,,266864.3357,12.2,17.52,,1.37,3.1,,77.9,117.2,,<0.05,1.39,,1.5,2.21,,0.07,,9.5,11.59,,6474.593242,,0.05,,,0.4,,42.6,47.76,,134,185,,<0.1,3.1,,27.5,45.5,,2.3,5.26,,4.7,15.3,,6.4,547.6,
TS0861BC,NGSA,TS0861,<2 mm,BOS,,39673,-12.1047,142.278,,Ducie River,0.013,<0.03,,38290,,3,4.7,,0.6,0.001,,<1,6.9,79.3,,0.3,<1.1,0.07,0.21,,357.3466476,,0.03,<0.1,,12.1,30.74,,35,1.1,4.3,,23.5,72.2,,0.7,2.59,,1.99,5.6,,1,3.92,,0.4,2.66,,0.4,0.724,,120,,24060.61365,,2.48,7.9,,1.4,3.18,,<0.1,0.8,<0.1,17.8,<0.01,,,0.2,0.85,0.04,,1577,,5.2,14.23,,3.1,,<0.1,0.48,832,,28,0,,1.31,1.8,,386,<0.1,11.9,,6.25,13.44,,1.8,9,,144,,5.45,12.72,,,,,<0.001 ,,1.7,3.47,,<0.0005,,2.7,15.5,,0.001,,361,0.05,3.1,,3.5,10.3,,0.16,,0.7,,,392774.5921,1.8,3.27,,0.2,1,,2.4,32.8,,<0.05,0.9,,0.2,0.45,,0.12,,2.7,7.65,,4376.345432,,<0.02,,,<0.1,,1.3,3.35,,46,80.8,,<0.1,1.8,,4.19,25.2,,0.4,3.22,,<0.1,6.7,,0.8,727.3,
TS0861BF,NGSA,TS0861,<75 µm,BOS,,39673,-12.1047,142.278,,Ducie River,<0.002,<0.03,,46314,,3,4.9,,1.5,0.001,,<1,8.2,93.8,,0.4,1.2,0.08,0.28,,357.3466476,,<0.01,0.16,,14.9,40.15,,40,1.2,4.7,,26.1,87.3,,0.77,3.25,,1.88,6.6,,1.3,5.92,,0.5,4.36,,0.4,0.901,,160,,24690.10645,,2.76,9.7,,1.8,4.56,,<0.1,0.8,<0.1,30.42,0.01,,,0.2,1.37,0.04,,1984,,6.4,18.52,,4.3,,<0.1,0.83,1073,,31,0,,1.5,2,,364,<0.1,17.2,,7.57,17.54,,1.9,12.1,,175,,7.13,16.17,,,,,<0.001 ,,2.1,4.53,,<0.0005,,3,19.4,,0.004,,436,0.02,3.1,,4.1,14.8,,0.18,,0.6,,,373525.974,2.2,4.42,,0.46,2,,2.8,40.5,,<0.05,1.31,,0.2,0.77,,0.07,,3.3,10.47,,6054.94368,,0.03,,,<0.1,,1.8,4.97,,52,89.9,,<0.1,2.7,,4.9,41.1,,0.5,5.31,,1.4,10.1,,0.8,1207,
TS0861TC,NGSA,TS0861,<2 mm,TOS,,39673,-12.1047,142.278,,Ducie River,0.012,<0.03,0.302,41846,3,3.6,6.4,0.01,0.9,0.001,0.0001,<1,10.2,94.2,0.33,0.7,1.1,0.12,0.25,<0.001,357.3466476,20,0.05,<0.1,0.006,15.5,36.7,0.534,38,1.7,4.4,0.432,19.4,60.4,0.122,0.72,3.07,0.12,8.69,7.1,0.72,1.2,3.82,0.601,0.5,2.52,0.215,0.4,0.78,0.0647,180,,27347.96493,51,2.32,9,0.014,1.8,3.44,0.382,<0.1,0.7,<0.1,17.12,<0.01,,<0.001,0.2,0.82,0.02,,3005,21.8,7,16.95,0.086,4.7,0.035,0.2,0.42,1604,45,53,77.44254899,7.63,1.01,1.5,<0.005,608,<0.1,10.8,<0.0005,7.37,15.6,0.754,4.1,9.9,0.404,236,1,6.84,13.03,,,,3.12,<0.001 ,<0.001,2.1,4.13,0.124,<0.0005,<0.001,5.8,27.3,0.214,0.002,,318,0.29,3.4,<0.001,2.3,9.9,0.429,0.15,,0.2,,0.071,374927.5724,1.9,3.59,0.261,0.62,1.3,<0.001,4.1,37.2,0.61,<0.05,0.8,<0.001,0.2,0.44,0.073,0.11,<0.01,2.4,8.04,0.409,3836.795995,0.175,0.03,,0.0013,<0.1,,1.2,2.99,0.189,35,69.9,0.029,<0.1,1.8,0.001,5.65,24.9,1.88,0.4,2.93,0.209,30.4,17.2,1.24,0.3,708.5,0.071
TS0861TF,NGSA,TS0861,<75 µm,TOS,,39673,-12.1047,142.278,,Ducie River,0.052,<0.03,,58631,,7,8,,0.6,0.001,,<1,21.4,120.3,,1,2,0.23,0.37,,428.8159772,,0.28,0.11,,24.4,56.73,,51,5,5.9,,42,86.2,,1.02,4.54,,94.3,10,,1.7,5.6,,0.7,3.87,,0.6,1.139,,240,,36440.6387,,3.57,13,,2.7,5.27,,<0.1,0.9,<0.1,24.63,0.02,,,0.3,1.29,0.04,,4350,,10.9,25.67,,23.8,,3.7,0.69,2243,,116,77.44254899,,2.11,2,,846,0.1,15.9,,11.2,24.18,,26.6,12.8,,292,,13,18.12,,,,,<0.001 ,,3.2,6.32,,<0.0005,,9.2,39.9,,0.028,,417,1.06,3.3,,3.9,14.5,,0.24,,<0.1,,,332085.3813,2.9,5.54,,1.94,2.1,,13.5,53.1,,<0.05,1.2,,0.4,0.81,,0.08,,3.7,12.43,,5635.294118,,0.05,,,0.1,,2.1,4.57,,53,95.4,,<0.1,2.6,,8.8,38.7,,0.6,4.6,,279,29.9,,1.3,1011,
TS0862BC,NGSA,TS0862,<2 mm,BOS,,39676,-12.2135,142.9925,,Olive River,0.005,<0.03,,3885,,0.7,<0.4,,4.2,<0.001,,<1,<0.5,10.8,,<0.1,<1.1,<0.02,0.03,,214.4079886,,0.03,<0.1,,0.22,3.65,,21,<0.1,0.4,,1.9,10.8,,0.03,<0.1,,<0.01,2.1,,<0.1,1.03,,<0.1,0.46,,<0.1,0.036,,60,,3776.956794,,0.62,1.2,,<0.1,0.35,,<0.1,0.3,<0.1,6.48,<0.01,,,<0.1,0.13,<0.02,,<42,,<0.5,2.48,,<0.1,,<0.1,0.09,<60,,<1,0,,<0.01,0.5,,<74,<0.1,2.6,,0.05,1.55,,0.7,5.7,,65,,0.33,1.09,,,,,<0.001 ,,<0.1,0.39,,<0.0005,,<0.1,0.2,,<0.001,,64,<0.02,<0.4,,<0.1,2.2,,0.07,,0.8,,,452389.2441,<0.1,<0.04,,<0.05,0.3,,<0.5,3.1,,<0.05,0.16,,<0.1,0.07,,0.16,,0.3,1.26,,899.2490613,,<0.02,,,<0.1,,<0.1,0.53,,<1,2.8,,<0.1,0.4,,0.06,4.8,,<0.1,0.6,,1.3,1.2,,0.4,273.4,
TS0862BF,NGSA,TS0862,<75 µm,BOS,,39676,-12.2135,142.9925,,Olive River,0.018,<0.03,,14037,,<0.1,0.6,,0.2,<0.001,,2,0.8,23.2,,<0.1,<1.1,0.02,0.09,,214.4079886,,0.01,0.26,,1.02,20.67,,65,<0.1,0.6,,1.1,24.9,,0.09,0.27,,0.08,2.4,,<0.1,4.16,,<0.1,3.43,,<0.1,0.259,,60,,839.323732,,0.98,3.7,,<0.1,2.39,,<0.1,0.4,<0.1,51.91,0.07,,,<0.1,1.01,<0.02,,100,,0.6,10.63,,0.7,,<0.1,0.72,<60,,1,0,,<0.01,0.4,,119,<0.1,14.7,,0.25,8.14,,0.4,4.6,,100,,0.77,3.42,,,,,<0.001 ,,<0.1,2.31,,<0.0005,,0.2,1.1,,0.001,,184,0.04,<0.4,,0.2,10.8,,0.28,,1.1,,,438933.8994,<0.1,1.67,,0.15,2.4,,0.6,7.2,,<0.05,0.96,,<0.1,0.58,,0.04,,0.2,7.52,,5455.444305,,<0.02,,,<0.1,,<0.1,3.86,,1,13.3,,<0.1,1.7,,0.14,35.2,,<0.1,4.46,,7.3,3.7,,0.1,2173,
TS0862TC,NGSA,TS0862,<2 mm,TOS,,39676,-12.2135,142.9925,,Olive River,<0.002,<0.03,0.001,4176,148,1.1,0.6,<0.01,0.2,<0.001,<0.0001,<1,1,13.7,0.07,<0.1,<1.1,<0.02,0.04,<0.001,214.4079886,20,<0.01,0.11,<0.001,0.55,6.85,0.194,37,0.2,0.4,<0.005,<0.5,13.4,0.038,0.05,0.11,0.056,<0.01,1.8,0.04,<0.1,1.38,0.008,<0.1,0.83,0.0037,<0.1,0.066,0.0028,80,,4406.449593,10,0.63,0.9,0.019,<0.1,0.62,0.013,<0.1,0.4,<0.1,18.19,<0.01,,<0.001,<0.1,0.24,<0.02,,<42,4.3,<0.5,3.97,0.088,0.5,<0.005,<0.1,0.2,<60,11,3,0,0.52,<0.01,0.5,<0.005,<74,<0.1,6.1,0.0025,0.18,2.65,0.069,<0.1,5.9,0.021,65,0.9,0.24,1.58,,,,0.18,<0.001 ,<0.001,<0.1,0.75,0.025,<0.0005,<0.001,<0.1,0.3,0.0108,<0.001,,112,<0.02,<0.4,<0.001,<0.1,4,0.015,0.14,,1.5,,0.139,447063.1702,<0.1,<0.04,0.013,0.1,0.9,<0.001,0.7,3.7,0.21,<0.05,0.41,<0.001,<0.1,0.13,0.002,0.11,<0.01,<0.1,2.21,0.0486,1858.44806,0.851,<0.02,,<0.0005,<0.1,,<0.1,1.14,0.011,<1,5.7,0.009,<0.1,0.7,<0.001,0.15,8.4,0.064,<0.1,1.19,0.002,<0.1,2,0.05,<0.1,779.4,0.054
